statement,label,domain,source,correction
Claims to show a photo of Alexandria Ocasio-Cortez with her legs spread.,0.0,politics,politifact,
We had no domestic attacks under Bush.,0.0,politics,politifact,
"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",1.0,politics,politifact,
"In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.",1.0,politics,politifact,
"In 2010, everybody said you can't dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",1.0,politics,politifact,
"Brown v. Board of Education ""was never about sending Black children to white schools. It was about parents being able to decide where to send their children to school.",1.0,politics,politifact,
"Said they reached a  ""power-sharing agreement"" with Republican Lt. Gov. Casey Cagle",0.0,politics,politifact,
"The Georgia Regional Transportation Authority ""concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.",1.0,politics,politifact,
The Green New Deal would require that 99% of homes in the country be torn down and rebuilt more 'energy efficient' over a ten year period.,1.0,politics,politifact,
"Says Kamala Harris said, ""If elected & you don't surrender your guns, I will sign an executive order & the police will show up at your door.",1.0,politics,politifact,
The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.,0.0,politics,politifact,
"Siobhan Dunnavant ""wrote the Republican bill that would let insurance companies deny coverage for pre-existing conditions.",1.0,politics,politifact,
A crime was committed when a New Jersey election worker allowed someone who said he was not a citizen to fill out a ballot.,1.0,politics,politifact,
"Tuck-friendly"" bathing suits at Target ""are available in kids' sizes.",1.0,politics,politifact,
"A 2005 gay pride vote ""had nothing to do with discrimination.",1.0,politics,politifact,
"Says Gov. Tony Evers ""is proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.",0.0,politics,politifact,
"J.D. Vance said nothing about"" the attack on Paul Pelosi.",1.0,politics,politifact,
"The Holocaust isn't about race. No, it's not about race.",0.0,politics,politifact,
"A video shows Rep. Jim Jordan threatening House Speaker Nancy Pelosi with ""'possible' jail time.",0.0,politics,politifact,
"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",1.0,politics,politifact,
Hillary Clinton believed NAFTA was a 'boon' to our economy.,1.0,politics,politifact,
Says the Make-A-Wish Foundation will grant wishes only to fully vaccinated children.,1.0,politics,politifact,
"Video shows U.S. Rep. Madison Cawthorn receiving an ""ovation"" after confronting U.S. Rep. Nancy Pelosi.",1.0,politics,politifact,
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,1.0,politics,politifact,
"Says ""James Comey Has Been Having An Affair With"" Debbie Wasserman Schultz.",0.0,politics,politifact,
"Pennsylvania sent out 1,823,148 mail-in ballots. They got back 2,589,242.",1.0,politics,politifact,
Deaths of four alternative medicine doctors show they are being targeted for their ideas.,1.0,politics,politifact,
I'm pro-life. He's not.,1.0,politics,politifact,
"A Centers for Disease Control and Prevention campaign says, ""FACT: Refusing to take the vaccine is a form of racism since it harms people of color.",1.0,politics,politifact,
"No one got (a) dime"" from the $70 million raised for the Florida Disaster Fund.",1.0,politics,politifact,
Cap-and-trade is wildly unpopular with Americans.,1.0,politics,politifact,
"Margaret Sanger ""wanted a black Christian leader to be like a Judas goat and lead the blacks to genocide. Remember that? And they picked Martin Luther King as their spokesman.",0.0,politics,politifact,
"Says Gov. Scott Walker ""hasn't done a public event this entire year.",0.0,politics,politifact,
President Obama's lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the state's early voting period.,1.0,politics,politifact,
"When they say Mexico can't pay for the wall, I say of course they can. We have a trade deficit with Mexico that's unbelievably big. ... It's billions and billions of dollars -- far more than what we're talking about for the wall.",1.0,politics,politifact,
Minnesota imposed an Islamic anti-blasphemy law.,0.0,politics,politifact,
No plane debris was found at the Pentagon.,0.0,politics,politifact,
"Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.",1.0,politics,politifact,
"The Pell bridge ""is a tourism bridge essentially and not a commuter bridge.",1.0,politics,politifact,
"Say Maxine Waters told CNN's Anderson Cooper that her first act as president would be to ""impeach Donald Trump.",0.0,politics,politifact,
Democrats flip flop on pre-existing conditions.,1.0,politics,politifact,
"45,000 confirmed dead from the COVID-19 shots within three days… and they've covered it up.",0.0,politics,politifact,
A photo shows Jeffrey Epstein with Joe Biden.,1.0,politics,politifact,
"HR 1 will allow members of Congress to draw a second salary ""worth an estimated $600,000 per year!",1.0,politics,politifact,
Says there's an 800 number you can call to track the status of your stimulus check.,0.0,politics,politifact,
"Joe Biden's announcement that the Justice Department will name a chief prosecutor for pandemic fraud means ""the government is going to investigate itself.",1.0,politics,politifact,
"Old photograph shows a group of women in KKK attire holding a sign that reads ""Women of the Democrat Party.",1.0,politics,politifact,
"Says Nancy Pelosi was ""asked to leave a children's benefit after drunken outburst.",0.0,politics,politifact,
"Says ""85 percent (of immigrants) don't show up for a scheduled court hearing or call to schedule a court hearing.",1.0,politics,politifact,
Community banks … are being destroyed by Dodd-Frank.,1.0,politics,politifact,
"Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital.",1.0,politics,politifact,
"Says to Hillary Clinton, ""You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.",1.0,politics,politifact,
"So Trump comes to Nashville to oversee damage from the tornado. He flies into the area in a helicopter to get there without further traffic problems in the city. He writes PERSONAL checks to those in need, with his personal accountant in tow.",1.0,politics,politifact,
"A 2022 CNN report said, ""Russia deploys two nuke bombers in US backyard, Venezuela.",1.0,politics,politifact,
"The IRS is going to be ""in charge"" of ""a huge national database"" on health care that will include Americans' ""personal, intimate, most close-to-the-vest-secrets.",0.0,politics,politifact,
"Say George Soros's money ""went straight into the (Women's March) protesters' pockets.",0.0,politics,politifact,
Joe Biden closed schools during the COVID-19 pandemic.,1.0,politics,politifact,
"It's a sign of fraud that ""in 244 counties across the United States, there are more registered voters than there are people legally eligible to vote.",1.0,politics,politifact,
Florida school drops Common Core – soars to number one,1.0,politics,politifact,
"The (COVID-19) cases are going up, but it's because the testing is going up.",1.0,politics,politifact,
"In New York City, ""an entry level janitor gets paid twice as much as an entry level teacher.",1.0,politics,politifact,
Documents were published confirming Moderna created the COVID-19 Virus.,1.0,politics,politifact,
Says U.S. Rep. Tammy Baldwin is backing President Barack Obama's plan to pass a $1.5 trillion tax increase.,1.0,politics,politifact,
Photo shows Pennsylvania Sen. John Fetterman has a body double.,0.0,politics,politifact,
"You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",1.0,politics,politifact,
